A-levels scores,Current Annual Income,References Submitted,Is_Employed,University Tier,Education_business,Education_law,Education_stem,Was Hired by a Company within 6 months
-0.5,-0.31691701933063604,0,1,Other,0.0,0.0,0.0,0
-0.38461538461538464,0.5880464076994794,0,1,Strong,1.0,0.0,0.0,0
0.15384615384615385,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
0.8461538461538461,0.04429060839794226,1,1,Other,1.0,0.0,0.0,1
0.5769230769230769,0.0585256099370409,0,1,Other,1.0,0.0,0.0,0
-0.46153846153846156,-0.6754583524336583,0,0,Other,0.0,1.0,0.0,0
0.0,-0.08795229015663374,1,1,Other,0.0,0.0,1.0,0
-0.19230769230769232,-0.6754583524336583,1,0,Other,0.0,0.0,0.0,0
0.7692307692307693,-0.6754583524336583,1,1,Elite,0.0,0.0,1.0,1
-0.7307692307692307,0.03693836740388384,0,1,Other,0.0,1.0,0.0,0
-0.46153846153846156,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
0.7692307692307693,-0.0036406880103108537,1,1,Elite,0.0,0.0,1.0,1
-0.038461538461538464,0.03243844159065291,0,1,Other,1.0,0.0,0.0,0
0.19230769230769232,0.2749206644477072,0,1,Other,0.0,0.0,0.0,0
-0.19230769230769232,-0.059110245967893736,1,1,Other,0.0,0.0,0.0,0
-0.07692307692307693,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
0.7307692307692307,-0.6754583524336583,1,1,Elite,0.0,1.0,0.0,1
-0.38461538461538464,0.567779025296581,1,1,Other,0.0,1.0,0.0,0
0.4230769230769231,-0.6754583524336583,1,0,Other,0.0,0.0,1.0,0
0.7692307692307693,-0.6754583524336583,1,1,Elite,0.0,0.0,0.0,1
-0.4230769230769231,0.1599953937767266,0,1,Other,0.0,0.0,1.0,0
-0.8846153846153846,0.5511700471473526,0,1,Other,1.0,0.0,0.0,0
0.8076923076923077,-0.06498318064146089,1,1,Other,0.0,0.0,1.0,1
0.9230769230769231,0.03837338311597717,1,1,Other,1.0,0.0,0.0,1
-0.6923076923076923,-0.23942617087759627,1,1,Strong,0.0,0.0,0.0,0
0.8846153846153846,-0.009230162790131167,1,1,Elite,0.0,1.0,0.0,1
-0.15384615384615385,-0.6754583524336583,0,0,Other,0.0,1.0,0.0,0
-0.34615384615384615,-0.1878541864590323,1,1,Other,0.0,0.0,1.0,0
-0.34615384615384615,0.0332888212718934,1,1,Other,0.0,0.0,1.0,0
0.5384615384615384,-0.6754583524336583,1,0,Other,0.0,1.0,0.0,0
-0.9615384615384616,-0.6754583524336583,0,0,Other,0.0,0.0,1.0,0
-0.2692307692307692,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
-0.2692307692307692,-0.6754583524336583,1,0,Other,1.0,0.0,0.0,0
-0.6538461538461539,-0.23928444093072285,1,1,Other,0.0,0.0,1.0,0
-0.19230769230769232,0.5362086796305278,1,1,Other,1.0,0.0,0.0,0
-0.6153846153846154,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
0.9230769230769231,0.3461488208732779,1,1,Elite,0.0,0.0,1.0,1
0.19230769230769232,0.37572608916142375,1,1,Other,0.0,0.0,0.0,0
-0.2692307692307692,0.6220793111924582,0,1,Other,0.0,0.0,1.0,0
-0.5769230769230769,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
-0.8461538461538461,0.4770452849325565,1,1,Strong,0.0,0.0,1.0,0
0.15384615384615385,0.5029110002369548,0,1,Other,0.0,0.0,1.0,0
-0.38461538461538464,0.3103265768010222,0,0,Strong,1.0,0.0,0.0,0
0.07692307692307693,-0.2913347639199846,1,1,Other,0.0,0.0,0.0,0
0.5769230769230769,-0.6754583524336583,1,0,Other,1.0,0.0,0.0,0
-0.19230769230769232,0.6151876925257383,1,1,Other,0.0,0.0,0.0,0
0.19230769230769232,-0.004792243828657353,1,1,Elite,1.0,0.0,0.0,1
-0.7692307692307693,-0.15652301007832795,1,1,Strong,0.0,0.0,1.0,0
-0.038461538461538464,-0.6754583524336583,0,0,Other,1.0,0.0,0.0,0
0.6538461538461539,-0.018522332432019454,1,1,Other,0.0,1.0,0.0,1
0.4230769230769231,0.10847655808824018,1,1,Other,0.0,1.0,0.0,0
-0.6153846153846154,0.16066861102437532,1,1,Other,0.0,0.0,1.0,0
0.34615384615384615,0.47604431718276297,1,1,Other,0.0,0.0,0.0,1
0.038461538461538464,0.029098929717448065,0,1,Strong,1.0,0.0,0.0,0
-0.2692307692307692,0.19494068380270305,1,1,Other,0.0,1.0,0.0,0
-0.38461538461538464,-0.6754583524336583,1,0,Other,1.0,0.0,0.0,0
-0.07692307692307693,0.08867865613435999,1,1,Other,0.0,0.0,0.0,0
0.6923076923076923,0.3693393834304405,1,1,Elite,1.0,0.0,0.0,1
0.7307692307692307,-0.08572890161505703,1,1,Elite,0.0,0.0,0.0,1
0.7692307692307693,-0.2668243412325633,1,1,Elite,0.0,0.0,1.0,1
0.6153846153846154,0.0689604772755961,1,1,Other,0.0,1.0,0.0,1
0.6153846153846154,-0.007759714591319484,1,1,Elite,1.0,0.0,0.0,1
0.9230769230769231,0.012215349796152474,1,1,Other,0.0,0.0,1.0,1
-0.9615384615384616,0.2687642698803932,1,1,Other,1.0,0.0,0.0,0
0.8461538461538461,0.6385997081248906,1,1,Elite,0.0,0.0,0.0,1
0.9230769230769231,-0.27143942262762893,1,1,Elite,0.0,0.0,0.0,1
-0.7307692307692307,0.031092007095355464,0,1,Other,0.0,0.0,0.0,0
0.7692307692307693,-0.6754583524336583,1,1,Other,1.0,0.0,0.0,1
-0.8076923076923077,-0.6754583524336583,0,0,Other,0.0,1.0,0.0,0
-0.8076923076923077,-0.6754583524336583,0,0,Strong,0.0,0.0,1.0,0
0.5769230769230769,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
0.4230769230769231,0.22615670460157275,0,0,Other,0.0,1.0,0.0,0
0.7692307692307693,0.5598687226367085,1,1,Other,1.0,0.0,0.0,1
0.15384615384615385,-0.6754583524336583,0,0,Other,0.0,1.0,0.0,0
-0.5769230769230769,-0.21148765510017428,1,1,Elite,1.0,0.0,0.0,0
-0.038461538461538464,0.23566146916377118,0,1,Other,1.0,0.0,0.0,0
-0.23076923076923078,-0.6754583524336583,1,0,Elite,0.0,1.0,0.0,0
-0.5,0.32594344532213665,1,1,Other,0.0,0.0,1.0,0
-0.19230769230769232,0.15131443453072993,1,1,Other,1.0,0.0,0.0,0
-0.6923076923076923,-0.6754583524336583,1,0,Other,0.0,1.0,0.0,0
0.9230769230769231,0.01893866415096011,1,1,Other,0.0,0.0,1.0,1
-0.5,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
-0.5769230769230769,-0.6754583524336583,0,0,Other,0.0,1.0,0.0,0
0.8461538461538461,-0.6754583524336583,1,1,Strong,0.0,0.0,1.0,1
0.07692307692307693,-0.6754583524336583,1,0,Other,0.0,0.0,0.0,0
-0.5384615384615384,0.03699151613396137,1,1,Other,1.0,0.0,0.0,0
-0.8076923076923077,-0.3169258774523156,0,1,Strong,0.0,1.0,0.0,0
-0.5,0.524861425758975,0,1,Other,0.0,1.0,0.0,0
-0.2692307692307692,0.5352254281240935,1,1,Other,1.0,0.0,0.0,0
0.5769230769230769,-0.1072364210530978,0,1,Other,1.0,0.0,0.0,0
0.038461538461538464,0.6502924287419474,0,1,Other,0.0,0.0,0.0,0
-0.38461538461538464,0.007600268401086891,1,1,Other,1.0,0.0,0.0,0
-0.07692307692307693,-0.6754583524336583,0,0,Other,1.0,0.0,0.0,0
-0.6923076923076923,0.6006515148495337,0,1,Other,1.0,0.0,0.0,0
-0.4230769230769231,-0.6754583524336583,1,0,Other,0.0,1.0,0.0,0
-0.7307692307692307,0.02065713975680027,1,1,Elite,0.0,0.0,0.0,0
0.38461538461538464,-0.04347566120342012,1,1,Other,0.0,1.0,0.0,1
-0.9230769230769231,0.06198913551375999,0,1,Other,0.0,0.0,1.0,0
0.6538461538461539,0.4919269293542651,1,1,Other,1.0,0.0,0.0,1
-0.038461538461538464,-0.6754583524336583,1,0,Other,0.0,0.0,1.0,0
-0.5384615384615384,0.1590652910003698,0,1,Other,0.0,0.0,1.0,0
-0.7692307692307693,-0.24938269964545368,1,1,Other,0.0,0.0,0.0,0
0.9230769230769231,0.234093581626484,1,1,Other,0.0,0.0,1.0,1
-0.15384615384615385,0.5782936157302525,0,1,Other,0.0,1.0,0.0,0
0.07692307692307693,-0.18019191120618827,1,1,Other,1.0,0.0,0.0,0
0.15384615384615385,0.1675247972043768,1,1,Other,1.0,0.0,0.0,0
-0.11538461538461539,-0.23061233980640575,0,1,Other,1.0,0.0,0.0,0
0.6153846153846154,-0.6754583524336583,1,1,Other,0.0,0.0,0.0,1
-0.38461538461538464,0.3169435936956748,0,1,Other,0.0,0.0,1.0,0
-0.7307692307692307,0.640034723836984,1,1,Other,0.0,0.0,1.0,0
0.8461538461538461,0.12146256447051684,1,1,Other,0.0,0.0,0.0,1
-0.3076923076923077,0.6528169934206302,1,1,Other,0.0,1.0,0.0,0
0.5,0.11607682648932707,1,1,Other,0.0,0.0,1.0,1
-0.8076923076923077,0.16034971864391015,1,1,Other,0.0,0.0,0.0,0
0.19230769230769232,-0.16173158562592596,1,1,Other,1.0,0.0,0.0,1
0.19230769230769232,-0.6754583524336583,0,0,Other,0.0,0.0,1.0,0
-0.46153846153846156,-0.6754583524336583,1,0,Other,0.0,0.0,0.0,0
0.2692307692307692,0.0859060640486488,1,1,Other,1.0,0.0,0.0,1
-0.23076923076923078,-0.10084971532211452,0,1,Other,1.0,0.0,0.0,0
0.3076923076923077,-0.6754583524336583,1,0,Other,0.0,0.0,0.0,0
-0.5,-0.6754583524336583,0,0,Strong,0.0,1.0,0.0,0
0.07692307692307693,0.5047623476679888,0,1,Other,0.0,0.0,0.0,0
0.7307692307692307,0.1732648600527501,1,1,Elite,1.0,0.0,0.0,1
-0.038461538461538464,0.5407617541738362,0,1,Other,0.0,0.0,0.0,0
0.8076923076923077,-0.09102605837945094,1,1,Elite,1.0,0.0,0.0,1
0.8846153846153846,0.6457127798336002,1,1,Other,0.0,0.0,0.0,1
-0.8846153846153846,-0.6754583524336583,0,0,Strong,1.0,0.0,0.0,0
0.11538461538461539,0.29676479250957233,1,1,Other,1.0,0.0,0.0,0
-0.07692307692307693,0.11572250162214354,1,1,Other,0.0,0.0,1.0,0
0.8846153846153846,-0.6754583524336583,1,1,Elite,0.0,0.0,1.0,1
0.8461538461538461,0.06256491342293323,1,1,Other,0.0,1.0,0.0,1
0.6538461538461539,-0.06897819351895527,1,1,Other,0.0,0.0,1.0,1
0.3076923076923077,0.3663630545460988,1,1,Other,0.0,1.0,0.0,0
0.7692307692307693,0.22729940229823967,1,1,Other,1.0,0.0,0.0,1
-0.15384615384615385,0.10140777698792859,1,1,Other,0.0,0.0,0.0,0
-0.9230769230769231,0.08393956103578017,0,1,Other,1.0,0.0,0.0,0
-0.11538461538461539,0.57318247952113,0,1,Strong,1.0,0.0,0.0,0
0.5,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
-0.5769230769230769,0.38813631763452716,0,1,Other,0.0,0.0,0.0,0
0.19230769230769232,0.13236691225809025,0,1,Other,1.0,0.0,0.0,0
-0.2692307692307692,0.07899672913856981,0,1,Other,0.0,0.0,0.0,0
-0.15384615384615385,0.21631533141554998,1,0,Other,0.0,0.0,1.0,0
0.7307692307692307,0.3437128374113911,1,1,Elite,0.0,0.0,1.0,1
0.9230769230769231,-0.08655270693125876,1,1,Other,0.0,1.0,0.0,1
0.5384615384615384,-0.6754583524336583,1,1,Other,0.0,1.0,0.0,1
0.23076923076923078,0.3609684584432294,0,0,Other,1.0,0.0,0.0,0
-0.8076923076923077,0.35250895223922246,0,1,Strong,0.0,1.0,0.0,0
-0.3076923076923077,0.3849916844382733,1,1,Other,0.0,0.0,1.0,0
0.4230769230769231,-0.049109426591638375,0,1,Other,1.0,0.0,0.0,0
0.5769230769230769,-0.6754583524336583,1,0,Other,1.0,0.0,0.0,0
-0.3076923076923077,-0.3144810358687492,0,1,Other,0.0,1.0,0.0,0
0.038461538461538464,0.5520558593153115,0,1,Other,0.0,1.0,0.0,0
0.3076923076923077,0.6508859228944799,1,1,Other,0.0,1.0,0.0,0
-0.8461538461538461,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
-0.11538461538461539,-0.6754583524336583,1,0,Other,0.0,0.0,1.0,0
0.11538461538461539,0.5103429643261295,1,1,Other,0.0,0.0,1.0,0
0.8076923076923077,0.049561190797297386,1,1,Other,1.0,0.0,0.0,1
0.11538461538461539,0.046425415722723073,0,1,Other,0.0,1.0,0.0,0
0.6923076923076923,0.03839995748101594,1,1,Other,1.0,0.0,0.0,1
-0.6538461538461539,-0.6754583524336583,0,0,Other,0.0,0.0,1.0,0
0.7307692307692307,-0.6754583524336583,1,1,Other,0.0,0.0,1.0,1
-0.8846153846153846,-0.1813966157546123,1,1,Other,0.0,0.0,1.0,0
-0.2692307692307692,-0.6754583524336583,0,0,Other,0.0,0.0,1.0,0
-0.34615384615384615,0.3968172768805239,0,1,Other,0.0,0.0,0.0,0
-0.34615384615384615,-0.6754583524336583,1,0,Other,0.0,0.0,0.0,0
-0.8461538461538461,-0.1258739090669519,0,1,Other,0.0,0.0,1.0,0
0.9230769230769231,0.06989943817363248,1,1,Elite,1.0,0.0,0.0,1
-0.7307692307692307,-0.21946882273348348,0,1,Other,0.0,1.0,0.0,0
0.9230769230769231,-0.6754583524336583,1,1,Elite,0.0,0.0,0.0,1
0.0,-0.2893416865420772,0,0,Other,0.0,1.0,0.0,0
-0.5384615384615384,0.2874017578942473,0,1,Other,0.0,0.0,0.0,0
0.7692307692307693,-0.6754583524336583,1,1,Elite,1.0,0.0,0.0,1
-0.6538461538461539,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
-0.3076923076923077,0.418811993010942,1,1,Other,0.0,1.0,0.0,0
-0.8076923076923077,-0.06330013752233908,1,1,Elite,0.0,0.0,0.0,0
-0.7692307692307693,0.11968208201291958,0,1,Other,1.0,0.0,0.0,0
-0.5769230769230769,0.49376941866361945,1,0,Other,0.0,0.0,1.0,0
0.46153846153846156,0.2717228825213758,0,1,Other,0.0,0.0,1.0,0
0.07692307692307693,0.05790554141946971,1,1,Elite,0.0,0.0,0.0,0
0.15384615384615385,0.18749100347016917,1,1,Other,1.0,0.0,0.0,0
-0.19230769230769232,-0.07069666912479543,1,1,Other,0.0,0.0,0.0,0
0.6923076923076923,0.3676386240679595,1,1,Other,0.0,1.0,0.0,1
0.34615384615384615,-0.6754583524336583,1,1,Elite,0.0,0.0,0.0,1
-0.6538461538461539,-0.0852948536527572,0,1,Other,0.0,0.0,1.0,0
0.2692307692307692,-0.23759253968992144,0,1,Other,0.0,0.0,0.0,0
0.6153846153846154,-0.6754583524336583,1,1,Elite,0.0,0.0,0.0,1
0.6923076923076923,0.3360328459151879,1,1,Other,0.0,0.0,1.0,1
0.9230769230769231,-0.6754583524336583,1,1,Other,1.0,0.0,0.0,1
0.7307692307692307,-0.6754583524336583,1,1,Other,0.0,0.0,1.0,1
-0.23076923076923078,0.33482814136676387,1,1,Other,0.0,1.0,0.0,0
0.5384615384615384,-0.1117629212313675,1,1,Other,0.0,0.0,0.0,1
0.9230769230769231,0.05807384573138189,1,1,Strong,0.0,0.0,0.0,1
0.6538461538461539,0.649052291706805,1,1,Elite,0.0,0.0,1.0,1
0.7692307692307693,-0.6754583524336583,1,1,Elite,0.0,0.0,0.0,1
0.8846153846153846,-0.037726740233367216,1,1,Other,1.0,0.0,0.0,1
0.5769230769230769,0.3740784785290203,1,1,Elite,0.0,0.0,0.0,1
0.5,-0.22355241682777374,0,1,Other,0.0,0.0,1.0,0
0.7307692307692307,-0.6754583524336583,1,1,Other,0.0,0.0,1.0,1
0.07692307692307693,0.15216481421197042,1,1,Strong,0.0,1.0,0.0,0
0.15384615384615385,-0.18258360405967716,1,1,Other,0.0,0.0,0.0,0
-0.3076923076923077,0.07380586983433098,0,1,Other,1.0,0.0,0.0,0
0.8076923076923077,-0.1648407863354615,1,1,Other,0.0,0.0,1.0,1
-0.8846153846153846,-0.06004034874425052,1,1,Other,0.0,0.0,0.0,0
0.4230769230769231,0.3345801139597354,1,1,Elite,0.0,0.0,0.0,0
0.8461538461538461,-0.6754583524336583,1,1,Other,1.0,0.0,0.0,1
-0.23076923076923078,0.0533081762677633,1,1,Other,0.0,0.0,1.0,0
0.23076923076923078,0.648751115569699,0,1,Other,0.0,0.0,1.0,0
-0.5,0.5696480889709742,1,1,Other,0.0,0.0,1.0,0
0.038461538461538464,-0.6754583524336583,0,0,Other,0.0,0.0,0.0,0
-0.038461538461538464,-0.6754583524336583,0,0,Other,0.0,1.0,0.0,0
-0.15384615384615385,-0.6754583524336583,1,0,Other,0.0,0.0,0.0,0
0.8461538461538461,0.270447312999515,1,1,Other,0.0,0.0,0.0,1
-0.46153846153846156,0.1182824987875446,1,1,Other,0.0,0.0,1.0,0
-0.9615384615384616,-0.6754583524336583,0,0,Other,1.0,0.0,0.0,0
-0.8846153846153846,0.3488062573771545,1,0,Other,0.0,1.0,0.0,0
-0.4230769230769231,-0.6754583524336583,0,0,Other,1.0,0.0,0.0,0
-0.7307692307692307,0.35333275755542415,0,1,Strong,1.0,0.0,0.0,0
-0.8461538461538461,-0.6754583524336583,0,0,Other,0.0,1.0,0.0,0
-0.6923076923076923,0.010877773422534619,1,1,Other,0.0,1.0,0.0,0
-0.9230769230769231,-0.6754583524336583,1,0,Other,0.0,0.0,0.0,0
0.11538461538461539,0.11737897037622658,0,0,Other,0.0,1.0,0.0,0
0.8076923076923077,0.5904381005529682,1,1,Elite,1.0,0.0,0.0,1
0.2692307692307692,-0.01762766214238102,0,0,Strong,0.0,1.0,0.0,0
0.8846153846153846,-0.6754583524336583,1,1,Other,0.0,0.0,0.0,1
-0.19230769230769232,0.11280817958955894,0,1,Other,0.0,0.0,1.0,0
0.19230769230769232,-0.012277356647909594,1,1,Other,1.0,0.0,0.0,0
0.5769230769230769,0.07375272110425345,0,1,Other,0.0,0.0,0.0,0
-0.5384615384615384,0.1278492702015001,0,1,Other,0.0,0.0,1.0,0
0.6538461538461539,0.5934675781673875,1,1,Other,0.0,0.0,0.0,1
-0.5,0.21863615929560215,1,1,Other,1.0,0.0,0.0,0
0.038461538461538464,0.11698921302232468,1,1,Other,0.0,0.0,1.0,0
-0.5,-0.6754583524336583,0,0,Other,1.0,0.0,0.0,0
-0.7692307692307693,0.2576384690508301,1,1,Other,0.0,0.0,1.0,0
-0.07692307692307693,-0.6754583524336583,0,0,Strong,0.0,0.0,1.0,0
0.8076923076923077,-0.6754583524336583,1,1,Elite,0.0,0.0,0.0,1
0.3076923076923077,-0.03960466202943997,0,1,Elite,0.0,0.0,0.0,0
0.2692307692307692,-0.2830435620278898,1,1,Other,0.0,1.0,0.0,1
0.07692307692307693,0.014031264740468107,0,1,Other,1.0,0.0,0.0,0
0.5384615384615384,-0.21993830318250165,1,1,Other,0.0,0.0,1.0,0
0.5384615384615384,0.3204071192723939,1,1,Other,0.0,0.0,0.0,0
0.23076923076923078,-0.05698429676479251,0,1,Other,0.0,1.0,0.0,0
0.19230769230769232,-0.6754583524336583,1,0,Other,1.0,0.0,0.0,0
-0.5384615384615384,0.26259015906972005,0,1,Strong,0.0,0.0,1.0,0
-0.07692307692307693,0.3755577848495116,0,1,Other,0.0,0.0,1.0,0
0.34615384615384615,-0.6754583524336583,1,0,Other,0.0,0.0,0.0,0
-0.9230769230769231,-0.6754583524336583,0,0,Other,1.0,0.0,0.0,0
0.9230769230769231,-0.20060102355596007,1,1,Other,0.0,0.0,1.0,1
0.15384615384615385,0.10628860203338183,0,1,Elite,0.0,1.0,0.0,0
0.7307692307692307,-0.6754583524336583,1,1,Other,0.0,0.0,0.0,1
-0.3076923076923077,-0.6754583524336583,1,0,Other,0.0,1.0,0.0,0
0.0,-0.6754583524336583,0,0,Other,0.0,1.0,0.0,0
0.9230769230769231,0.4186259724556706,1,1,Other,0.0,0.0,0.0,1
0.8461538461538461,0.06812781383771478,1,1,Other,0.0,1.0,0.0,1
-0.5384615384615384,-0.06575383722758507,1,1,Other,0.0,1.0,0.0,0
-0.038461538461538464,0.37956165584868556,0,1,Other,0.0,1.0,0.0,0
-0.15384615384615385,-0.14553008107395868,0,0,Strong,0.0,1.0,0.0,0
0.8846153846153846,-0.11539475111999876,1,1,Other,1.0,0.0,0.0,1
0.6538461538461539,-0.05563786226949507,1,1,Other,1.0,0.0,0.0,1
0.6153846153846154,-0.23434160903351248,1,1,Other,0.0,0.0,1.0,1
0.038461538461538464,0.6239838073535697,0,1,Other,1.0,0.0,0.0,0
0.7692307692307693,-0.2536080236866174,1,1,Other,0.0,0.0,0.0,1
-0.11538461538461539,-0.6754583524336583,1,0,Other,0.0,0.0,1.0,0
0.34615384615384615,-0.6754583524336583,1,1,Elite,0.0,0.0,1.0,1
-0.19230769230769232,-0.6754583524336583,1,0,Other,0.0,0.0,0.0,0
-0.9230769230769231,0.17246762910158717,0,1,Strong,0.0,0.0,0.0,0
-0.34615384615384615,0.17430126028926196,1,1,Strong,0.0,1.0,0.0,0
0.38461538461538464,-0.6754583524336583,0,0,Strong,0.0,0.0,0.0,0
0.5384615384615384,0.12719376919721057,1,1,Other,0.0,1.0,0.0,1
0.19230769230769232,0.10016763995278621,1,1,Other,1.0,0.0,0.0,1
-0.7692307692307693,-0.007068781100311584,0,1,Other,0.0,0.0,1.0,0
0.6153846153846154,0.454864548246867,1,1,Other,0.0,0.0,0.0,1
-0.07692307692307693,-0.20520724682934607,0,1,Other,1.0,0.0,0.0,0
